"","GEO.Summary","Operating.Airline"
"13539","International","Aer Lingus"
"13540","International","Aeromexico"
"13541","International","Aeromexico"
"13542","International","Air Canada "
"13543","International","Air Canada "
"13544","International","Air Canada "
"13545","International","Air Canada "
"13546","International","Air China"
"13547","International","Air China"
"13548","International","Air France"
"13549","International","Air France"
"13550","International","Air New Zealand"
"13551","International","Air New Zealand"
"13552","Domestic","Alaska Airlines"
"13553","Domestic","Alaska Airlines"
"13554","International","Alaska Airlines"
"13555","International","Alaska Airlines"
"13556","International","All Nippon Airways"
"13557","International","All Nippon Airways"
"13558","Domestic","American Airlines"
"13559","Domestic","American Airlines"
"13560","International","Asiana Airlines"
"13561","International","Asiana Airlines"
"13562","International","British Airways"
"13563","International","British Airways"
"13564","International","Cathay Pacific"
"13565","International","Cathay Pacific"
"13566","International","China Airlines"
"13567","International","China Airlines"
"13568","International","China Eastern"
"13569","International","China Eastern"
"13570","International","China Southern"
"13571","International","China Southern"
"13572","Domestic","Compass Airlines"
"13573","Domestic","Compass Airlines"
"13574","Domestic","Compass Airlines"
"13575","Domestic","Compass Airlines"
"13576","Domestic","Delta Air Lines"
"13577","Domestic","Delta Air Lines"
"13578","International","EVA Airways"
"13579","International","EVA Airways"
"13580","International","Emirates "
"13581","International","Emirates "
"13582","International","Etihad Airways"
"13583","International","Etihad Airways"
"13584","Domestic","Frontier Airlines"
"13585","Domestic","Frontier Airlines"
"13586","Domestic","Hawaiian Airlines"
"13587","Domestic","Hawaiian Airlines"
"13588","International","Japan Airlines"
"13589","International","Japan Airlines"
"13590","Domestic","JetBlue Airways "
"13591","Domestic","JetBlue Airways "
"13592","International","KLM Royal Dutch Airlines"
"13593","International","KLM Royal Dutch Airlines"
"13594","International","Korean Air Lines"
"13595","International","Korean Air Lines"
"13596","International","Lufthansa German Airlines"
"13597","International","Lufthansa German Airlines"
"13598","Domestic","Mesa Airlines"
"13599","Domestic","Mesa Airlines"
"13600","International","Philippine Airlines"
"13601","International","Philippine Airlines"
"13602","International","SAS Airlines"
"13603","International","SAS Airlines"
"13604","International","Singapore Airlines"
"13605","International","Singapore Airlines"
"13606","Domestic","SkyWest Airlines"
"13607","Domestic","SkyWest Airlines"
"13608","Domestic","SkyWest Airlines"
"13609","Domestic","SkyWest Airlines"
"13610","International","SkyWest Airlines"
"13611","International","SkyWest Airlines"
"13612","International","SkyWest Airlines"
"13613","Domestic","Southwest Airlines"
"13614","Domestic","Southwest Airlines"
"13615","Domestic","Southwest Airlines"
"13616","Domestic","Sun Country Airlines"
"13617","Domestic","Sun Country Airlines"
"13618","International","Swiss International"
"13619","International","Swiss International"
"13620","International","TACA"
"13621","International","TACA"
"13622","International","Turkish Airlines"
"13623","International","Turkish Airlines"
"13624","Domestic","US Airways"
"13625","Domestic","US Airways"
"13626","Domestic","United Airlines"
"13627","Domestic","United Airlines"
"13628","Domestic","United Airlines"
"13629","Domestic","United Airlines"
"13630","Domestic","United Airlines"
"13631","Domestic","United Airlines"
"13632","Domestic","United Airlines"
"13633","Domestic","United Airlines"
"13634","Domestic","United Airlines"
"13635","International","United Airlines"
"13636","International","United Airlines"
"13637","International","United Airlines"
"13638","International","United Airlines"
"13639","International","United Airlines"
"13640","International","United Airlines"
"13641","International","United Airlines"
"13642","International","United Airlines"
"13643","International","United Airlines"
"13644","International","United Airlines"
"13645","International","United Airlines"
"13646","International","United Airlines"
"13647","International","United Airlines"
"13648","International","United Airlines"
"13649","International","United Airlines"
"13650","International","United Airlines"
"13651","Domestic","Virgin America"
"13652","Domestic","Virgin America"
"13653","International","Virgin America"
"13654","International","Virgin America"
"13655","International","Virgin Atlantic"
"13656","International","Virgin Atlantic"
"13657","International","Aer Lingus"
"13658","International","Aer Lingus"
"13659","International","Aeromexico"
"13660","International","Aeromexico"
"13661","International","Air Canada "
"13662","International","Air Canada "
"13663","International","Air Canada "
"13664","International","Air Canada "
"13665","International","Air China"
"13666","International","Air China"
"13667","International","Air France"
"13668","International","Air France"
"13669","International","Air New Zealand"
"13670","International","Air New Zealand"
"13671","Domestic","Alaska Airlines"
"13672","Domestic","Alaska Airlines"
"13673","International","Alaska Airlines"
"13674","International","Alaska Airlines"
"13675","International","All Nippon Airways"
"13676","International","All Nippon Airways"
"13677","Domestic","American Airlines"
"13678","Domestic","American Airlines"
"13679","International","Asiana Airlines"
"13680","International","Asiana Airlines"
"13681","International","British Airways"
"13682","International","British Airways"
"13683","International","Cathay Pacific"
"13684","International","Cathay Pacific"
"13685","International","China Airlines"
"13686","International","China Airlines"
"13687","International","China Eastern"
"13688","International","China Eastern"
"13689","International","China Southern"
"13690","International","China Southern"
"13691","Domestic","Compass Airlines"
"13692","Domestic","Compass Airlines"
"13693","Domestic","Compass Airlines"
"13694","Domestic","Compass Airlines"
"13695","Domestic","Compass Airlines"
"13696","Domestic","Delta Air Lines"
"13697","Domestic","Delta Air Lines"
"13698","International","EVA Airways"
"13699","International","EVA Airways"
"13700","International","Emirates "
"13701","International","Emirates "
"13702","International","Etihad Airways"
"13703","International","Etihad Airways"
"13704","Domestic","Frontier Airlines"
"13705","Domestic","Frontier Airlines"
"13706","Domestic","Hawaiian Airlines"
"13707","Domestic","Hawaiian Airlines"
"13708","International","Japan Airlines"
"13709","International","Japan Airlines"
"13710","Domestic","JetBlue Airways "
"13711","Domestic","JetBlue Airways "
"13712","International","KLM Royal Dutch Airlines"
"13713","International","KLM Royal Dutch Airlines"
"13714","International","Korean Air Lines"
"13715","International","Korean Air Lines"
"13716","International","Lufthansa German Airlines"
"13717","International","Lufthansa German Airlines"
"13718","Domestic","Mesa Airlines"
"13719","Domestic","Mesa Airlines"
"13720","International","Philippine Airlines"
"13721","International","Philippine Airlines"
"13722","International","SAS Airlines"
"13723","International","SAS Airlines"
"13724","International","Singapore Airlines"
"13725","International","Singapore Airlines"
"13726","Domestic","SkyWest Airlines"
"13727","Domestic","SkyWest Airlines"
"13728","Domestic","SkyWest Airlines"
"13729","Domestic","SkyWest Airlines"
"13730","International","SkyWest Airlines"
"13731","International","SkyWest Airlines"
"13732","International","SkyWest Airlines"
"13733","Domestic","Southwest Airlines"
"13734","Domestic","Southwest Airlines"
"13735","Domestic","Southwest Airlines"
"13736","Domestic","Sun Country Airlines"
"13737","Domestic","Sun Country Airlines"
"13738","International","Swiss International"
"13739","International","Swiss International"
